cod_cliente,primeiro_nome,ultimo_nome,email,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento,endereco,cep,Quantidades de Tipos de Clientes
512,Vitória,Fogaça,teixeiraluiz-gustavo@example.net,PF,2020-05-12 12:40:00 UTC,260.145.378-80,6/5/2005,"Via Noah Fernandes, 78 Tres Marias 69283-118 Mendes das Flores / RR",86720-928,
689,Gabriel,Fogaça,marinasilva@example.org,PF,2014-04-15 11:08:00 UTC,580.342.167-71,1/31/1971,Largo Alves Solimoes 35556-607 Vieira de Moraes / PE,20921-329,
718,Stella,Fogaça,carvalhocamila@example.net,PF,2018-03-09 14:52:00 UTC,241.905.873-97,11/21/1990,"Rua de da Conceição, 43 Marieta 1ª Seção 91451-022 Ribeiro da Prata / AP",91322358,
766,Ana Vitória,Fogaça,salesisabella@example.com,PF,2014-09-07 13:15:00 UTC,943.170.528-14,5/1/1974,"Área de da Rosa, 58 Estrela Do Oriente 08916-900 Fernandes do Campo / AM",66310967,
775,Kevin,Fogaça,mmelo@example.com,PF,2011-03-19 14:55:00 UTC,921.738.064-40,5/7/1993,"Conjunto da Cruz, 17 Gameleira 27867-967 Costa / MG",15510174,
86,Rebeca,Freitas,da-rosamaysa@example.com,PF,2016-03-05 13:55:00 UTC,468.571.930-10,1/11/2007,"Campo Fogaça, 382 Vila Ecológica 17362-108 Carvalho / SE",92293551,
173,Marcela,Freitas,clarada-mota@example.com,PF,2021-05-12 14:45:00 UTC,379.042.651-25,6/27/1987,"Setor Rezende, 485 Nossa Senhora Da Aparecida 95882713 Moreira de Ribeiro / SC",42074-019,
215,Lívia,Freitas,ydias@example.org,PF,2020-04-10 14:14:00 UTC,194.703.268-22,11/29/1969,"Trevo Isis Costa, 565 Madre Gertrudes 92733172 da Mata / MS",43218579,
275,Julia,Freitas,da-cruzisabella@example.com,PF,2020-05-02 12:18:00 UTC,026.754.139-25,9/1/1970,"Condomínio de Pires, 98 Suzana 20099-665 Pires da Praia / RJ",56335095,
348,João Gabriel,Freitas,pintothales@example.net,PF,2018-03-03 11:58:00 UTC,681.324.790-50,2/25/1991,"Loteamento de da Luz, 89 Caiçaras 58869-612 Farias / AM",31770-420,
385,João Felipe,Freitas,pedro-lucassouza@example.com,PF,2018-08-06 12:05:00 UTC,134.729.850-97,11/4/1944,"Passarela Nicole da Mota, 1 Vila Pinho 18178711 Costela da Mata / PI",4123732,
435,Davi,Freitas,juliacastro@example.org,PF,2011-02-02 11:14:00 UTC,649.270.381-22,9/2/1970,"Passarela de Almeida, 88 Conjunto Celso Machado 52242-507 Nascimento / RR",17882-080,
474,Otávio,Freitas,joao-pedro86@example.net,PF,2020-01-12 10:03:00 UTC,164.903.785-66,9/25/1976,"Quadra Araújo, 301 Buraco Quente 28418-860 Lopes / RJ",62436-426,
477,Otávio,Freitas,xmoura@example.net,PF,2022-08-20 14:19:00 UTC,978.205.314-79,10/13/1967,"Vereda Marcelo Souza, 1 Alto Das Antenas 12225-558 Melo Verde / ES",19130-426,
607,Heloísa,Freitas,cramos@example.net,PF,2015-12-04 11:48:00 UTC,026.348.951-51,4/15/1983,Condomínio Sophia da Mata Antonio Ribeiro De Abreu 1ª Seção 29820-081 da Mota / PA,76013101,
687,Gustavo Henrique,Freitas,santospietra@example.net,PF,2021-12-14 10:04:00 UTC,304.921.786-31,4/2/1952,"Colônia de Pires, 733 Alto Caiçaras 31721120 Pereira de Farias / RN",88959-636,
807,Lorena,Freitas,da-costagabriela@example.com,PF,2022-07-28 16:18:00 UTC,372.841.605-35,1/30/1980,"Rodovia Monteiro, 80 Vila Piratininga 08695890 Nunes / RR",60173281,
869,Eduarda,Freitas,gcardoso@example.org,PF,2021-04-09 13:01:00 UTC,712.643.508-80,5/3/1979,"Morro Novaes, 7 Estrela 33844133 Azevedo / MG",68219-707,
878,Guilherme,Freitas,murilomoreira@example.com,PF,2012-05-16 14:13:00 UTC,561.034.879-00,2/8/2001,Lagoa Moreira Bandeirantes 52917-532 Dias do Oeste / AP,10183184,
891,Gustavo Henrique,Freitas,oliveirahenrique@example.net,PF,2012-02-20 13:42:00 UTC,126.094.378-03,2/5/1982,"Parque de da Paz, 8 Vila Dos Anjos 71773-667 das Neves do Galho / DF",45295-653,
923,Lucas,Freitas,isaac81@example.com,PF,2021-05-05 13:11:00 UTC,294.613.508-05,8/15/2001,"Jardim de Ramos, 220 Alto Barroca 55584857 Barbosa / TO",62512714,
997,Raquel,Freitas,yfreitas@example.com,PF,2020-11-20 13:29:00 UTC,485.091.726-76,6/8/1979,"Trecho de Araújo, 816 Cruzeiro 74452-919 Silva da Praia / AP",427644,
2,Luigi,Martins,da-motaisabel@example.org,PF,2020-03-27 13:05:00 UTC,287.069.351-68,10/27/1979,"Sítio Melo, 939 Túnel De Ibirité 71965-934 da Mota / TO",9471122,
65,Daniela,Martins,maria-julia15@example.org,PF,2018-08-26 12:33:00 UTC,486.573.902-56,4/23/1972,"Viaduto de da Costa, 839 Marçola 92964312 Pires / PI",20479-151,
145,Carolina,Martins,paulosantos@example.org,PF,2011-03-03 13:41:00 UTC,395.412.607-99,7/5/1955,"Jardim Nathan Nogueira, 11 Aarão Reis 38082994 da Cruz / RJ",07948-351,
176,Alexia,Martins,isadorasilveira@example.net,PF,2019-04-20 14:06:00 UTC,816.732.495-82,7/31/1968,Residencial Rocha Paquetá 32152982 das Neves de das Neves / PI,72098-448,
200,Amanda,Martins,andreda-rosa@example.org,PF,2015-05-17 10:24:00 UTC,627.984.015-85,2/28/1955,"Estação Enzo Duarte, 66 Lagoinha 39361698 Jesus / AC",94558596,
209,Benjamin,Martins,pintomaria-julia@example.net,PF,2021-02-07 12:38:00 UTC,718.243.965-46,4/13/1955,"Estação de Pinto, 135 Vila Fumec 67616404 da Conceição / MG",53805660,
216,Davi Lucca,Martins,barbosapedro@example.org,PF,2019-12-06 11:03:00 UTC,679.425.031-43,8/10/1955,"Rua de Sales, 9 Álvaro Camargos 12577816 Vieira / SE",25721-707,
220,Otávio,Martins,ncardoso@example.net,PF,2017-08-17 11:51:00 UTC,016.892.735-77,11/25/1991,"Campo Stella Alves, 94 Alto Das Antenas 89423334 Cardoso / ES",10725-665,
245,Marcos Vinicius,Martins,aragaoyasmin@example.com,PF,2018-06-15 11:38:00 UTC,693.754.201-16,2/19/1994,"Campo Vinicius da Cruz, 6 Varzea Da Palma 60132623 Rodrigues / RR",36206809,
272,Isadora,Martins,karagao@example.com,PF,2021-08-25 10:48:00 UTC,107.643.259-06,9/6/1943,Rua de Novaes Maria Tereza 97518804 Rodrigues / AC,35780004,
337,Lorena,Martins,elisadias@example.net,PF,2017-08-03 14:16:00 UTC,094.328.765-00,3/16/1999,"Rua Kamilly Moura, 21 Vista Alegre 44980682 Lima / RR",13920715,
355,Clara,Martins,davi92@example.org,PF,2022-10-22 14:50:00 UTC,452.370.619-07,12/1/1993,"Residencial Novaes, 62 Vila União 94123-530 Silveira / AM",5790922,
579,Catarina,Martins,pintobeatriz@example.net,PF,2018-10-03 16:00:00 UTC,319.462.508-05,10/3/1981,"Conjunto de Rodrigues, 1 Vila Independencia 1ª Seção 37495-506 Ferreira de Minas / AM",8026207,
711,Ian,Martins,pintostephany@example.com,PF,2022-12-08 14:47:00 UTC,274.086.351-90,1/25/1951,"Pátio Luiz Henrique Lopes, 97 Marmiteiros 88332668 Silva da Prata / GO",1697859,
723,Diego,Martins,mirellabarros@example.com,PF,2013-12-02 14:38:00 UTC,859.234.760-29,12/1/1982,"Sítio de da Luz, 12 Casa Branca 78998124 Pereira / DF",93720793,
858,Enzo Gabriel,Martins,rafaela90@example.net,PF,2018-11-28 11:24:00 UTC,314.627.580-53,10/19/1956,"Viela Nunes, 38 Pousada Santo Antonio 79028676 Jesus de Rodrigues / AL",63811868,
892,Daniela,Martins,gustavo-henrique28@example.org,PF,2015-08-05 12:19:00 UTC,182.973.605-12,3/20/1991,"Travessa Lima, 30 Novo São Lucas 61722185 Ferreira / DF",3412726,
910,Renan,Martins,vgoncalves@example.org,PF,2011-11-03 16:42:00 UTC,628.749.350-00,3/7/1985,"Viela Rezende, 72 Acaba Mundo 81250-567 Cardoso da Praia / MS",28143660,
950,Rafaela,Martins,ocosta@example.com,PF,2020-10-23 14:33:00 UTC,301.859.672-21,1/25/1952,"Esplanada de Lima, 792 Universitário 17334-458 Fernandes Paulista / PB",00167-046,
961,Yago,Martins,ferreiradavi@example.com,PF,2020-05-13 11:41:00 UTC,061.472.839-87,8/2/1994,"Estrada Rezende, 10 Parque São Pedro 88844755 Pereira Verde / GO",07616-295,
53,Maria Alice,Moreira,anthony00@example.net,PF,2011-05-24 15:30:00 UTC,436.782.901-40,7/12/1995,"Estação Alves, 684 Vila Pilar 63522729 Dias do Sul / AL",90281-645,
58,Bruno,Moreira,rodrigofogaca@example.com,PF,2017-11-02 12:54:00 UTC,603.597.248-92,1/18/2005,"Recanto de Souza, 56 Vila Jardim Leblon 30799-297 Martins das Pedras / RJ",86635643,
94,Sarah,Moreira,bryansilva@example.org,PF,2011-09-09 15:00:00 UTC,746.901.258-30,8/22/1987,"Residencial Vinicius Gonçalves, 5 Vila Maloca 54353333 Costa da Prata / GO",56080861,
178,Maria Clara,Moreira,limagustavo@example.com,PF,2020-07-17 16:24:00 UTC,678.254.103-35,3/27/2003,"Travessa Oliveira, 65 Bandeirantes 27146-308 das Neves de Lima / AC",49009385,
214,Gustavo,Moreira,ana-clara05@example.net,PF,2017-04-04 14:29:00 UTC,958.130.746-00,1/25/1968,"Viela Manuela Rodrigues, 66 Alto Dos Pinheiros 62945-313 Oliveira / AL",54571-005,
255,Julia,Moreira,silveiramelissa@example.net,PF,2022-10-10 10:25:00 UTC,396.270.158-30,10/7/1946,"Estação Alexia Lopes, 5 Vila Da Amizade 51850-984 Rezende de Castro / PB",00262-103,
277,Luiz Miguel,Moreira,martinsdiego@example.net,PF,2013-06-09 12:38:00 UTC,086.935.124-98,12/9/1987,"Passarela de Santos, 98 Vila Barragem Santa Lúcia 30304-486 Melo de Oliveira / MG",67473094,
438,Yasmin,Moreira,davi67@example.net,PF,2017-06-10 14:28:00 UTC,064.785.293-47,6/22/1981,"Condomínio Correia, 742 São Salvador 32786903 Souza / SC",8955021,
492,Davi Luiz,Moreira,oliviamelo@example.net,PF,2016-06-17 11:48:00 UTC,743.208.516-17,12/14/2002,"Trecho Maysa Sales, 50 Vila Sesc 37960-340 Rezende / AL",87354941,
513,Rafaela,Moreira,ada-paz@example.com,PF,2021-07-01 11:43:00 UTC,592.036.841-15,8/31/1968,"Ladeira Pietra Carvalho, 8 Ouro Minas 44226-183 Araújo / PI",75408722,
566,Cauã,Moreira,ana-clara57@example.org,PF,2013-11-11 12:53:00 UTC,025.138.946-42,11/28/1988,Viela Ana Cardoso Dona Clara 02078921 Vieira / AC,41520-936,
583,Esther,Moreira,ibarbosa@example.net,PF,2020-06-25 14:02:00 UTC,793.401.682-40,12/12/1956,"Trecho Kamilly Vieira, 25 Conjunto Floramar 63627215 Aragão / RO",99572275,
677,Julia,Moreira,rezendethomas@example.net,PF,2018-01-15 11:14:00 UTC,825.316.940-05,5/24/1945,"Pátio de Sales, 12 Juliana 79832367 Azevedo / RS",46015684,
813,Ana,Moreira,tlima@example.org,PF,2020-08-28 11:27:00 UTC,952.306.178-02,11/1/1954,"Via Miguel Pereira, 56 Boa Vista 90441-069 Alves do Norte / RS",16347-789,
903,João Guilherme,Moreira,ypeixoto@example.com,PF,2020-08-16 11:05:00 UTC,721.086.459-85,7/14/1951,"Trevo Novaes, 83 Vila Independencia 3ª Seção 63084022 da Conceição / PA",80883467,
927,Catarina,Moreira,usales@example.com,PF,2011-08-15 14:48:00 UTC,356.841.972-64,5/26/1957,"Vereda Nogueira, 258 Alta Tensão 1ª Seção 70468-406 Moura do Norte / AM",29576719,
1,Vitor,Peixoto,ferreiradaniela@example.com,PF,2014-07-08 16:25:00 UTC,475.916.830-39,9/27/1993,"Setor Mariane da Conceição, 21 São Luiz 78156-593 Pires de Silveira / GO",80160975,
11,Esther,Peixoto,mnogueira@example.net,PF,2010-11-12 16:37:00 UTC,092.745.618-49,11/22/1975,"Pátio Vitor Nogueira, 3 Vila Copacabana 34500762 Cardoso de da Costa / SE",60976-701,
15,Francisco,Peixoto,gabriela62@example.net,PF,2022-09-11 15:51:00 UTC,451.732.069-34,11/18/1942,"Praia Juan Moura, 27 Copacabana 41892762 Pinto da Serra / ES",58257-173,
238,Leonardo,Peixoto,catarinaaraujo@example.net,PF,2019-03-08 16:08:00 UTC,231.680.457-80,1/29/1963,"Recanto de Costa, 400 Ventosa 02897-918 Lopes do Galho / RR",54957-836,
293,Milena,Peixoto,elisada-cunha@example.com,PF,2018-10-14 12:48:00 UTC,037.986.145-39,2/12/2007,"Morro da Costa, 35 Miramar 55627-627 da Mata do Norte / SP",74310977,
309,Pedro Lucas,Peixoto,pnascimento@example.org,PF,2015-07-15 11:21:00 UTC,281.049.673-04,9/14/1966,"Avenida da Rocha, 3 Betânia 96725-893 Pires / PB",803602,
314,Luana,Peixoto,luiz-miguel20@example.com,PF,2017-02-11 12:07:00 UTC,158.390.764-57,9/8/2006,"Campo Amanda Silveira, 306 Santo Antônio 73540760 Nascimento / RN",34847413,
390,Amanda,Peixoto,leticiacostela@example.com,PF,2018-08-17 15:11:00 UTC,132.069.847-69,10/27/1992,"Recanto Melissa das Neves, 1 Leonina 26637-569 Souza / AL",69658-168,
637,Amanda,Peixoto,acunha@example.net,PF,2017-03-05 16:46:00 UTC,298.014.675-76,11/22/1986,"Distrito Peixoto, 7 Senhor Dos Passos 56541895 Souza Paulista / SC",9777905,
662,Cecília,Peixoto,da-cunhagabriela@example.net,PF,2022-12-15 12:50:00 UTC,539.864.120-42,2/19/1963,"Estação Alves, 2 Estrela 93885-883 Ferreira / MA",58063933,
748,Emilly,Peixoto,moreiraenzo@example.net,PF,2019-06-19 11:57:00 UTC,210.765.948-67,7/25/1991,"Colônia Araújo, 967 Ápia 47383-578 Carvalho / ES",85405-606,
784,Luiz Gustavo,Peixoto,peixotostella@example.com,PF,2020-07-27 12:34:00 UTC,482.036.715-35,9/28/1982,"Condomínio de Silveira, 31 Prado 21560258 Novaes das Flores / AM",45895-886,
797,Clarice,Peixoto,ylima@example.com,PF,2018-10-21 14:14:00 UTC,842.509.617-02,7/6/1989,"Setor de Peixoto, 3 Camponesa 2ª Seção 37361701 Campos do Oeste / PR",32349-572,
799,Giovanna,Peixoto,moraesjuliana@example.com,PF,2021-05-24 11:29:00 UTC,463.207.815-80,10/4/1964,"Aeroporto Gonçalves, 15 Silveira 97640668 Rodrigues de Silva / AL",34250783,
934,André,Peixoto,ramosisabelly@example.org,PF,2017-08-25 16:02:00 UTC,904.857.123-50,12/13/1957,Jardim Bruno da Mata Palmares 47723-078 Silva / RN,95211861,
959,João Felipe,Peixoto,brendaoliveira@example.com,PF,2022-06-07 12:06:00 UTC,053.284.691-51,1/10/1943,"Trecho Almeida, 13 Colégio Batista 24122732 da Paz / SC",87123267,
969,Pietra,Peixoto,erickmoreira@example.net,PF,2020-10-18 10:41:00 UTC,398.402.715-04,8/9/1954,"Vila de Lopes, 76 João Alfredo 45515876 Carvalho de Minas / RN",62717655,
108,Maria Sophia,Pereira,limamarcelo@example.org,PF,2017-04-13 12:21:00 UTC,342.176.805-62,12/1/1950,"Lago João Lucas Caldeira, 69 Campo Alegre 45988-418 Araújo / MT",97593-166,
130,Juan,Pereira,maitepeixoto@example.com,PF,2019-11-15 10:31:00 UTC,034.912.687-96,4/30/1958,"Lago Ian Duarte, 370 Santa Amelia 04743882 Lima Grande / CE",64577-629,
164,Thiago,Pereira,ngoncalves@example.com,PF,2014-09-08 12:52:00 UTC,963.570.421-61,2/17/1978,"Largo Camila Gomes, 181 Padre Eustáquio 42431193 Jesus / PA",18900-231,
175,Joaquim,Pereira,gabriellysilveira@example.net,PF,2015-12-17 14:44:00 UTC,279.364.850-74,8/11/1956,Largo de Nascimento Santa Isabel 98609-522 da Cruz Verde / CE,19599-389,
247,Stephany,Pereira,brenoda-cruz@example.com,PF,2019-07-25 14:05:00 UTC,957.482.106-49,11/22/1997,"Aeroporto Lopes, 97 Alto Barroca 93134-328 Ferreira / AM",69958-930,
302,Cauê,Pereira,ana-vitoria06@example.com,PF,2017-01-10 13:05:00 UTC,237.061.948-13,8/25/1972,Fazenda de Viana Minas Brasil 54626-764 Lima / SC,2056823,
399,Ian,Pereira,nicoleda-rosa@example.com,PF,2018-09-23 16:32:00 UTC,158.329.740-50,12/18/1947,"Condomínio Ana Lívia Aragão, 679 Betânia 46284612 Lopes / CE",77481-121,
415,Thomas,Pereira,fariasbernardo@example.org,PF,2015-06-09 14:03:00 UTC,028.194.673-69,8/11/1994,"Vereda de Campos, 31 Vila Sumaré 70152449 Vieira do Campo / SE",15155-764,
420,Maria Cecília,Pereira,eduarda82@example.org,PF,2013-01-24 10:10:00 UTC,431.752.890-88,7/19/1999,"Esplanada de Fernandes, 754 Vila Aeroporto 55518601 Ribeiro da Prata / AL",69843363,
459,Calebe,Pereira,isabelly36@example.org,PF,2019-11-05 10:33:00 UTC,376.458.209-00,2/17/1955,Travessa Gabriel Fogaça São Cristóvão 29295-525 Freitas de Moura / MA,88159-092,
570,Vinicius,Pereira,gomesgabriel@example.org,PF,2021-12-14 10:13:00 UTC,304.867.192-78,4/6/1991,"Campo Maria Cecília Cunha, 30 Vista Do Sol 20399598 da Mota de Minas / AM",21811673,
690,Murilo,Pereira,enovaes@example.org,PF,2022-02-27 14:01:00 UTC,248.963.570-00,3/11/1986,"Viaduto de Moreira, 77 Vila Nova Gameleira 3ª Seção 36353-876 Silva / AC",58926-121,
747,Sabrina,Pereira,iaraujo@example.org,PF,2022-11-18 14:04:00 UTC,589.734.210-50,6/12/1968,"Colônia da Mota, 97 Vila Satélite 99485026 Pereira Alegre / BA",52359-242,
806,Larissa,Pereira,gfernandes@example.com,PF,2018-05-02 13:32:00 UTC,721.083.496-69,5/31/1987,"Estação Mariana da Luz, 415 Conjunto Jatoba 02240602 Teixeira / AM",88852254,
820,Clara,Pereira,isadoramartins@example.com,PF,2017-05-04 12:48:00 UTC,013.967.824-78,2/22/1979,"Rua Mendes, 275 Inconfidência 75773-173 Moraes / MS",42454829,
905,Benício,Pereira,diegomartins@example.org,PF,2013-03-04 12:38:00 UTC,713.950.684-10,9/3/2005,"Campo Sabrina Fernandes, 51 Aparecida 7ª Seção 82997893 da Rocha do Campo / AL",29896369,
947,Mariana,Pereira,mfogaca@example.org,PF,2022-09-02 15:11:00 UTC,943.870.512-05,11/19/1980,"Viaduto de Costa, 30 Das Industrias I 66789-389 Nogueira Alegre / PB",62135759,
111,Calebe,Rezende,jvieira@example.org,PF,2021-11-02 11:34:00 UTC,391.276.054-34,1/17/1956,"Estrada Ana Sophia da Cruz, 739 Marçola 46229-871 Monteiro / RO",04736-349,
182,Vitor Gabriel,Rezende,fernandesbianca@example.com,PF,2020-11-04 12:06:00 UTC,468.903.721-31,3/21/1959,"Trevo Ana Lívia Rocha, 65 Varzea Da Palma 54972834 Ramos / BA",12587-908,
187,Maysa,Rezende,yfogaca@example.org,PF,2022-03-08 15:48:00 UTC,729.610.534-80,5/16/1964,"Viela Novaes, 96 Vila Pilar 42684-816 Monteiro / RS",87469775,
221,Sophie,Rezende,lauraalmeida@example.org,PF,2016-08-16 13:42:00 UTC,314.706.289-96,5/28/1990,"Colônia Oliveira, 2 Outro 54229-031 Azevedo de Goiás / CE",96517-916,
243,Danilo,Rezende,cgoncalves@example.com,PF,2017-04-01 14:23:00 UTC,043.159.687-57,7/19/1996,Trevo Nascimento Jardinópolis 99876-792 Ribeiro / AL,95216172,
404,Ian,Rezende,heloisabarros@example.net,PF,2022-06-05 15:57:00 UTC,108.926.537-95,5/4/1971,"Estrada de Lima, 19 Rio Branco 39661184 Aragão / TO",20897-575,
482,Anthony,Rezende,jfernandes@example.net,PF,2019-08-23 11:22:00 UTC,740.935.612-06,11/29/1951,"Trecho de Jesus, 5 Independência 70732-606 das Neves do Norte / DF",72954-765,
529,Francisco,Rezende,clarice83@example.com,PF,2020-03-23 15:22:00 UTC,435.892.601-06,2/16/2002,"Rua de Campos, 94 Salgado Filho 52999-749 Araújo / TO",46837-336,
885,Sabrina,Rezende,juannogueira@example.org,PF,2018-03-01 15:45:00 UTC,260.438.975-47,12/2/1951,"Viaduto das Neves, 379 Coração Eucarístico 96128-916 da Paz Alegre / DF",72048-406,
41,Diego,Ribeiro,yuri36@example.org,PF,2020-02-28 12:44:00 UTC,061.278.594-76,7/22/1996,Área Alves Mineirão 21993173 Silveira / RN,18233-667,
144,Lavínia,Ribeiro,maria-ceciliaviana@example.org,PF,2022-04-06 14:46:00 UTC,073.146.958-57,7/31/1968,"Distrito Julia Nogueira, 72 Conjunto Capitão Eduardo 05771549 Jesus / AL",84431718,
159,Isaac,Ribeiro,xfarias@example.com,PF,2022-06-24 13:01:00 UTC,524.108.367-71,12/11/1973,"Sítio Farias, 47 Tirol 40205-749 Melo da Serra / RO",94207716,
160,Maria Clara,Ribeiro,azevedobianca@example.net,PF,2019-11-02 16:31:00 UTC,634.178.509-75,10/26/1989,"Lagoa de Sales, 67 Solar Do Barreiro 11113-671 Aragão de Viana / CE",68525237,
203,Otávio,Ribeiro,piresmaria-vitoria@example.com,PF,2016-08-03 16:13:00 UTC,614.328.950-60,12/21/1980,"Esplanada Silveira, 4 Fernão Dias 54477890 Freitas da Mata / PA",90460-313,
222,Luna,Ribeiro,cavalcantijoaquim@example.com,PF,2014-05-11 10:03:00 UTC,643.572.108-44,4/16/1973,"Esplanada de Costela, 42 Vila Mangueiras 62327599 Aragão / SP",06445-888,
268,Heloísa,Ribeiro,vitor-gabriel19@example.net,PF,2016-07-06 16:25:00 UTC,502.867.493-00,2/13/1949,"Residencial Lucas Gabriel Almeida, 634 Vista Alegre 56132889 Campos das Pedras / PB",20281879,
282,Alice,Ribeiro,da-pazluiz-gustavo@example.net,PF,2017-10-03 12:41:00 UTC,316.458.920-42,10/18/1981,Lagoa de Oliveira Mirante 40346-315 Cunha / PB,08810-467,
284,Isabelly,Ribeiro,davi12@example.org,PF,2020-02-18 13:51:00 UTC,523.648.709-92,6/10/1992,"Área de Souza, 32 Vila Jardim Leblon 33602-241 Vieira / GO",00023-304,
296,Caio,Ribeiro,paulo52@example.com,PF,2016-07-03 11:32:00 UTC,682.134.095-15,11/24/2001,"Viaduto de Jesus, 23 Nossa Senhora Aparecida 16434898 da Mata do Sul / PR",17288-266,
329,Mariana,Ribeiro,maria-fernanda87@example.org,PF,2019-06-25 15:18:00 UTC,149.682.035-51,10/7/1975,"Feira Joaquim Duarte, 126 Serrano 37659718 Cavalcanti do Oeste / PB",7027312,
405,Fernando,Ribeiro,falves@example.org,PF,2021-11-17 15:03:00 UTC,852.413.096-24,7/11/1972,"Quadra João Vitor Nogueira, 132 Manacas 24012073 Nunes do Amparo / MA",61506780,
430,Mariane,Ribeiro,marinaporto@example.org,PF,2013-08-16 11:02:00 UTC,625.847.193-55,10/15/1957,"Rodovia de Alves, 200 Minaslandia 51402-995 da Cruz de Minas / MG",44708672,
466,Yago,Ribeiro,nogueiraana-luiza@example.net,PF,2022-10-26 14:13:00 UTC,306.895.247-65,11/18/1975,"Trevo Moreira, 283 Vila Madre Gertrudes 4ª Seção 51556-674 Correia / PI",98105-954,
697,Joana,Ribeiro,juan52@example.net,PF,2013-01-24 12:46:00 UTC,652.943.780-00,2/12/1946,"Vale Lima, 362 Fazendinha 56574753 Alves / MS",53155-194,
803,Daniel,Ribeiro,joao80@example.net,PF,2021-11-17 12:01:00 UTC,408.697.531-93,7/29/2002,"Esplanada Viana, 5 Caiçaras 45457828 da Cruz / SC",47382-055,
861,Beatriz,Ribeiro,xjesus@example.org,PF,2018-07-15 11:31:00 UTC,250.946.183-42,10/17/2003,"Trevo Ana Laura Rezende, 126 Caetano Furquim 81745943 Moreira / PE",06168-064,
115,Kamilly,da Cruz,peixotoana-carolina@example.com,PF,2013-01-16 15:15:00 UTC,604.357.892-10,7/31/1952,"Loteamento de Pereira, 58 João Pinheiro 31429-332 Araújo / PB",48067-920,
123,Ana Laura,da Cruz,luccadas-neves@example.net,PF,2021-10-16 15:35:00 UTC,097.321.865-77,5/9/2003,"Passarela Ferreira, 8 Guaratã 82155838 Silva / MA",22511466,
344,Matheus,da Cruz,viniciusnogueira@example.org,PF,2022-05-25 13:35:00 UTC,537.648.290-10,6/10/1949,"Lagoa Jesus, 867 Delta 68958-813 Pereira de Peixoto / PE",48430-435,
351,Calebe,da Cruz,isabelda-cruz@example.com,PF,2020-08-19 16:52:00 UTC,340.981.267-96,4/13/1991,"Estrada de Ramos, 663 Juliana 96893-650 da Luz / SP",67309619,
440,Bruna,da Cruz,maria-juliaalmeida@example.org,PF,2022-03-02 11:10:00 UTC,213.075.698-03,4/21/1948,"Quadra de da Paz, 57 São Tomaz 90868897 Nunes / MA",49195976,
488,Juliana,da Cruz,lmoura@example.com,PF,2022-07-16 10:16:00 UTC,215.376.908-68,4/16/1966,"Via Viana, 79 Vila Bandeirantes 39510-213 Peixoto de da Cunha / PE",9373098,
531,João Guilherme,da Cruz,maria-alice81@example.com,PF,2020-04-17 13:12:00 UTC,270.365.981-40,2/25/1997,"Estrada Isabel Gonçalves, 87 Vila Maria 70492743 da Luz do Norte / AC",62782-097,
542,Sabrina,da Cruz,matheus57@example.com,PF,2022-06-02 11:54:00 UTC,240.538.769-74,10/23/1992,"Vale João Pedro Caldeira, 64 Minas Brasil 73891-995 Alves / RJ",32727103,
547,Gabrielly,da Cruz,mcardoso@example.net,PF,2013-04-04 15:11:00 UTC,671.489.023-04,8/22/1955,"Núcleo de Costela, 58 João Alfredo 14810-102 Souza do Amparo / PI",69264-380,
652,Fernanda,da Cruz,vda-rocha@example.net,PF,2020-10-23 15:23:00 UTC,036.419.278-03,7/24/1991,"Largo Cecília Castro, 14 Alto Caiçaras 47705-021 Rocha / AL",69878-651,
679,Sabrina,da Cruz,tramos@example.com,PF,2019-01-08 15:11:00 UTC,681.924.530-06,10/9/1949,Praça Leandro Pereira Satelite 36646-753 Gomes / PA,80537881,
725,Elisa,da Cruz,barbaraalmeida@example.com,PF,2020-01-11 14:13:00 UTC,841.623.507-44,3/12/1976,"Vila Maria Luiza Rezende, 18 Vila Jardim Alvorada 38369-203 da Paz / PI",60556-393,
793,Rebeca,da Cruz,msouza@example.com,PF,2020-05-03 15:46:00 UTC,538.197.642-91,6/19/2002,Aeroporto de da Cunha Nova Cachoeirinha 33721-367 da Luz Alegre / RS,41051300,
78,Thomas,da Mata,udias@example.net,PF,2019-12-27 12:52:00 UTC,603.457.918-00,10/11/1952,"Via Rafaela da Rosa, 31 Castelo 42124264 Martins da Prata / SC",77149-544,
136,Sarah,da Mata,maria-alice25@example.com,PF,2021-03-24 13:43:00 UTC,650.294.371-34,8/23/1970,"Recanto João Miguel da Cruz, 40 Araguaia 02128-311 da Mota do Galho / AC",62165837,
167,Sarah,da Mata,nsouza@example.org,PF,2021-08-21 14:10:00 UTC,096.187.354-00,7/26/1942,"Condomínio de Ferreira, 60 Salgado Filho 72295750 da Paz / RJ",16431535,
183,Júlia,da Mata,rda-paz@example.org,PF,2019-12-19 14:01:00 UTC,950.862.473-65,6/4/1948,Travessa Murilo Farias Castanheira 58338626 Freitas / GO,7445060,
240,Henrique,da Mata,joao-lucas39@example.net,PF,2021-03-16 14:29:00 UTC,025.834.167-07,6/29/1977,"Viaduto Ana Vitória Costa, 34 Vila Piratininga 74307-604 Santos / RS",93532415,
